data,passos,distancia_m,kcal_atividade,fc_repouso,fc_media,fc_max,fonte
2026-03-12,4353,3147,219,66,76,86,balance
2026-03-13,2310,1650,175,70,87,102,balance
2026-03-14,1809,1268,86,46,52,67,balance
2026-03-15,5201,3886,190,,,,balance
2026-03-16,1621,1133,234,70,97,122,balance
2026-03-17,2790,1985,303,67,92,111,balance
2026-03-18,2421,1721,228,41,73,111,balance
2026-03-19,4081,2881,167,57,62,70,balance
2026-03-20,7134,5219,321,53,76,105,balance
2026-03-21,10554,7828,414,41,51,88,balance
2026-03-22,1408,986,53,,,,balance
2026-03-23,2048,1432,162,44,88,118,balance
2026-03-24,3326,2351,475,40,52,136,balance
2026-03-25,1567,1094,313,79,98,118,balance
2026-03-26,6059,4342,376,60,78,99,balance
2026-03-27,2586,1819,210,77,92,105,balance
2026-03-28,746,528,30,,,,balance
2026-03-29,3012,2134,171,89,108,120,balance
2026-03-30,4106,2960,579,47,81,162,balance
2026-03-31,8483,6227,303,,,,balance
2026-04-01,9717,7201,354,,,,balance
2026-04-02,6751,4753,1711,61,86,138,balance
2026-04-03,8867,6339,2067,54,82,119,balance
2026-04-04,8289,5950,1959,54,85,139,balance
2026-04-05,5785,4201,251,46,67,94,balance
2026-04-06,1215,848,146,64,85,97,balance
2026-04-07,2451,1735,214,68,84,107,balance
2026-04-08,2211,1560,188,88,102,120,balance
2026-04-09,4214,3091,250,60,88,107,balance
2026-04-10,5648,4096,258,54,65,86,balance
2026-04-11,2748,1945,119,51,58,74,balance
2026-04-12,2529,1766,103,,,,balance
2026-04-13,1754,1225,205,65,89,109,balance
2026-04-14,3351,2416,251,70,93,113,balance
2026-04-15,2153,1507,380,58,94,157,balance
2026-04-16,2472,1748,234,84,102,111,balance
2026-04-17,2593,1846,442,53,86,145,balance
2026-04-18,1124,825,45,,,,balance
2026-04-19,2783,1983,238,62,80,106,balance
2026-04-20,1987,1391,165,50,79,96,balance
2026-04-21,3132,2245,180,42,60,114,balance
2026-04-22,3586,2572,136,44,75,136,balance
2026-04-23,2863,2040,212,42,73,129,balance
2026-04-24,1505,1052,121,40,65,119,balance
2026-04-25,3195,2274,122,43,67,118,balance
2026-04-26,1149,804,62,40,73,134,balance
2026-04-27,6473,4999,682,43,74,149,balance
2026-04-28,4609,3382,309,44,74,124,balance
2026-04-29,3635,2696,212,43,70,140,balance
2026-04-30,2114,1477,163,41,67,123,balance
2026-05-01,4288,3050,365,50,80,137,balance
2026-05-03,1342,942,58,40,62,123,balance
2026-05-05,3398,2462,194,46,69,121,balance
2026-05-06,2601,1881,170,45,78,129,balance
2026-05-07,1989,1423,206,41,65,129,balance
2026-05-08,3611,2629,318,42,66,119,balance
2026-05-09,1313,924,74,53,71,122,balance
2026-05-10,2235,1633,102,42,70,124,balance
2026-05-11,2370,1666,295,41,71,122,balance
2026-05-12,4420,3236,252,50,77,119,balance
2026-05-13,1674,1171,110,41,64,124,balance
2026-05-14,3275,2306,179,42,67,117,balance
2026-05-15,5088,3645,686,40,69,142,balance
2026-05-18,1327,928,203,42,72,131,balance
2026-05-19,1543,1082,119,42,68,121,balance
2026-05-20,2368,1716,132,45,71,127,balance
2026-05-21,1739,1233,150,43,66,121,balance
2026-05-22,3703,2723,217,43,69,117,balance
2026-05-23,1750,1234,69,55,79,115,balance
2026-05-25,13,9,1,,,,balance
2026-05-26,3696,2662,214,41,69,128,balance
2026-05-27,2136,1507,302,43,70,125,balance
2026-05-28,4260,3077,238,47,79,132,balance
2026-05-29,4750,3528,685,42,73,164,balance
2026-05-31,6289,4453,499,50,84,128,balance
2026-06-01,5122,3917,595,43,73,151,balance
2026-06-02,2883,2056,154,40,61,116,balance
2026-06-03,4159,3062,202,40,67,123,balance
2026-06-04,1792,1263,91,49,79,115,balance
2026-06-05,5560,4041,251,40,73,156,balance
2026-06-06,9947,7431,347,58,82,149,balance
2026-06-07,2623,1834,120,44,67,124,balance
2026-06-08,7190,5784,724,43,79,146,balance
2026-06-09,315,220,45,44,69,120,balance
2026-06-10,6440,5113,710,47,78,164,balance
2026-06-11,3079,2189,265,41,66,118,balance
2026-06-12,10162,7567,439,41,69,130,balance
2026-06-13,9380,6875,444,47,78,141,balance
2026-06-14,1172,839,141,48,69,118,balance
2026-06-15,1533,1072,114,46,63,120,balance
2026-06-16,2444,1737,321,43,69,125,balance
2026-06-17,1566,1091,136,40,64,123,balance
2026-06-18,2207,1583,160,41,65,112,balance
2026-06-19,4038,2943,618,41,72,146,balance
2026-06-20,4944,3871,582,48,74,154,balance
2026-06-21,1498,1163,174,47,73,141,balance
2026-06-22,2074,1491,132,46,63,120,balance
2026-06-23,2733,1926,207,43,72,133,balance
2026-06-24,3798,2682,264,41,80,141,balance
2026-06-25,2983,2138,238,42,67,128,balance
2026-06-26,2994,2166,239,41,66,136,balance
2026-06-27,3863,2998,1093,49,75,122,balance
2026-06-28,2897,2093,294,44,76,130,balance
2026-06-29,11812,9146,619,51,85,128,balance
2026-06-30,2500,1764,170,44,66,145,balance
2026-07-01,1071,748,331,48,73,141,balance
2026-07-02,3009,2166,351,44,69,116,balance
2026-07-03,1180,824,182,44,71,130,balance
2026-07-04,9268,6648,449,50,81,150,balance
2026-07-05,4290,3000,205,53,79,129,balance
2026-07-06,7432,5781,776,43,69,157,balance
2026-07-07,2207,1555,294,43,73,126,balance
2026-07-08,8841,6838,959,46,80,163,balance
2026-07-09,1864,1317,387,40,75,137,balance
2026-07-10,3584,2641,443,41,66,133,balance
2026-07-11,3094,2194,140,45,83,145,balance
2026-07-13,2706,1928,306,42,63,118,balance
2026-07-14,1799,1266,239,42,68,122,balance
2026-07-15,1743,1251,183,44,64,126,balance
2026-07-16,2847,2027,243,40,67,119,balance
2026-07-17,3920,2842,283,40,65,143,balance
2026-07-18,12925,9837,993,47,84,138,balance
2026-07-19,2371,1658,98,46,56,119,balance
2026-07-20,7199,5591,1093,40,69,142,balance
2026-07-21,2909,2146,667,40,67,163,balance
2026-07-22,8268,6900,663,40,65,154,balance
2026-07-23,7167,5582,722,40,66,175,balance
2026-07-24,6090,4402,491,49,74,139,balance
2026-07-25,6773,4894,372,44,77,130,balance
2026-07-26,5649,4086,270,43,76,129,balance
2026-07-27,7131,5382,652,40,64,147,balance
2026-07-28,3536,2681,403,40,63,128,balance
2026-07-29,8447,6626,691,40,63,145,balance
2026-07-30,4188,2949,510,40,65,140,balance
2026-07-31,4284,3024,517,40,63,132,balance
2026-08-01,7107,5496,834,47,65,146,balance
2026-08-02,2927,2173,120,40,63,117,balance
2026-08-03,7061,5111,628,41,63,152,balance
2026-08-04,4444,3175,383,40,59,168,balance
2026-08-05,6749,5210,697,40,62,157,balance
2026-08-06,9474,7586,997,40,59,143,balance
2026-08-07,3787,3367,459,40,57,142,balance
2026-08-08,7039,5469,724,47,86,153,balance
